fighter,opponent_fighter,date,sig_str,sig_str_misses,sig_str_attempts,opponent_sig_str,opponent_sig_str_misses,opponent_sig_str_attempts,total_str,total_str_misses,total_str_attempts,opponent_total_str,opponent_total_str_misses,opponent_total_str_attempts,td,td_misses,td_attempts,opponent_td,opponent_td_misses,opponent_td_attempts,head,head_misses,head_attempts,opponent_head,opponent_head_misses,opponent_head_attempts,body,body_misses,body_attempts,opponent_body,opponent_body_misses,opponent_body_attempts,leg,leg_misses,leg_attempts,opponent_leg,opponent_leg_misses,opponent_leg_attempts,distance,distance_misses,distance_attempts,opponent_distance,opponent_distance_misses,opponent_distance_attempts,clinch,clinch_misses,clinch_attempts,opponent_clinch,opponent_clinch_misses,opponent_clinch_attempts,ground,ground_misses,ground_attempts,opponent_ground,opponent_ground_misses,opponent_ground_attempts
Al Iaquinta,Donald Cerrone,2019-05-04,90,133,223,138,223,361,90,133,223,140,223,363,0,5,5,0,0,0,49,116,165,87,215,302,23,15,38,17,8,25,18,2,20,34,0,34,90,133,223,129,215,344,0,0,0,3,0,3,0,0,0,6,8,14
Al Iaquinta,Mitch Clarke,2014-05-24,13,6,19,8,13,21,31,9,40,20,14,34,1,0,1,0,0,0,10,6,16,3,9,12,3,0,3,2,3,5,0,0,0,3,1,4,6,2,8,8,12,20,0,0,0,0,0,0,7,4,11,0,1,1
Al Iaquinta,Ross Pearson,2014-11-07,31,62,93,20,40,60,32,62,94,21,40,61,0,1,1,0,1,1,25,56,81,13,36,49,3,6,9,3,3,6,3,0,3,4,1,5,26,58,84,20,40,60,3,3,6,0,0,0,2,1,3,0,0,0
Al Iaquinta,Dan Hooker,2019-10-05,37,79,116,98,109,207,38,79,117,104,109,213,0,3,3,0,1,1,21,72,93,68,100,168,7,4,11,7,6,13,9,3,12,23,3,26,37,79,116,76,106,182,0,0,0,0,0,0,0,0,0,22,3,25
Al Iaquinta,Piotr Hallmann,2013-10-26,85,112,197,66,110,176,87,113,200,91,113,204,2,6,8,3,6,9,62,106,168,40,93,133,15,6,21,18,10,28,8,0,8,8,7,15,75,109,184,65,109,174,5,3,8,0,1,1,5,0,5,1,0,1
Al Iaquinta,Rodrigo Damm,2014-09-05,93,128,221,57,120,177,93,128,221,57,120,177,0,0,0,0,5,5,67,116,183,51,117,168,14,12,26,5,1,6,12,0,12,1,2,3,90,127,217,57,120,177,2,1,3,0,0,0,1,0,1,0,0,0
Alan Baudot,Tom Aspinall,2020-10-10,3,9,12,16,9,25,5,9,14,17,9,26,0,0,0,1,0,1,1,9,10,15,9,24,0,0,0,0,0,0,2,0,2,1,0,1,3,9,12,4,6,10,0,0,0,0,0,0,0,0,0,12,3,15
Alan Belcher,Kendall Grove,2007-04-07,8,5,13,41,33,74,10,5,15,95,33,128,1,6,7,1,0,1,0,5,5,25,27,52,5,0,5,10,6,16,3,0,3,6,0,6,7,4,11,13,19,32,0,1,1,20,9,29,1,0,1,8,5,13
Alan Belcher,Jason Day,2008-04-19,3,5,8,29,14,43,6,5,11,67,15,82,1,0,1,0,0,0,1,4,5,24,14,38,2,1,3,4,0,4,0,0,0,1,0,1,2,3,5,12,9,21,0,0,0,17,5,22,1,2,3,0,0,0
Alan Belcher,Michael Bisping,2013-04-27,29,121,150,93,132,225,29,121,150,94,132,226,0,3,3,0,0,0,11,100,111,64,123,187,7,12,19,3,4,7,11,9,20,26,5,31,29,121,150,92,129,221,0,0,0,1,3,4,0,0,0,0,0,0
Alan Belcher,Yushin Okami,2006-08-26,8,47,55,12,35,47,18,48,66,59,38,97,0,1,1,5,4,9,5,43,48,9,35,44,0,2,2,0,0,0,3,2,5,3,0,3,7,47,54,7,31,38,1,0,1,0,0,0,0,0,0,5,4,9
Alan Belcher,Wilson Gouveia,2009-12-12,21,35,56,29,61,90,26,37,63,30,61,91,0,0,0,0,0,0,19,34,53,28,61,89,2,1,3,0,0,0,0,0,0,1,0,1,17,30,47,29,61,90,2,3,5,0,0,0,2,2,4,0,0,0
Alan Belcher,Jorge Santiago,2006-12-13,29,47,76,14,45,59,71,51,122,24,45,69,1,1,2,0,3,3,11,43,54,11,42,53,1,1,2,1,2,3,17,3,20,2,1,3,14,36,50,12,42,54,5,0,5,1,1,2,10,11,21,1,2,3
Alan Belcher,Yushin Okami,2012-12-29,6,22,28,20,24,44,15,24,39,81,34,115,0,0,0,1,4,5,4,22,26,14,24,38,0,0,0,5,0,5,2,0,2,1,0,1,6,22,28,5,21,26,0,0,0,2,1,3,0,0,0,13,2,15
Alan Belcher,Denis Kang,2009-01-17,9,19,28,26,29,55,9,19,28,54,31,85,0,0,0,3,2,5,3,16,19,17,28,45,2,3,5,7,1,8,4,0,4,2,0,2,8,19,27,16,23,39,1,0,1,3,1,4,0,0,0,7,5,12
Alan Belcher,Yoshihiro Akiyama,2009-07-11,76,80,156,55,101,156,76,80,156,70,103,173,0,0,0,3,1,4,39,69,108,50,99,149,11,4,15,2,2,4,26,7,33,3,0,3,67,77,144,48,92,140,7,2,9,1,0,1,2,1,3,6,9,15
Alan Belcher,Rousimar Palhares,2012-05-05,20,17,37,0,1,1,29,17,46,1,1,2,0,0,0,1,0,1,19,17,36,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,20,14,34,0,0,0
Alan Belcher,Patrick Cote,2010-05-08,27,24,51,22,15,37,44,24,68,35,15,50,1,0,1,2,0,2,9,21,30,19,12,31,13,2,15,0,1,1,5,1,6,3,2,5,22,21,43,19,14,33,3,3,6,2,1,3,2,0,2,1,0,1
Alan Belcher,Sean Salmon,2007-05-26,0,2,2,1,0,1,0,2,2,1,0,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Alan Belcher,Kalib Starnes,2007-10-20,57,43,100,40,49,89,61,43,104,45,49,94,0,0,0,1,2,3,37,40,77,34,45,79,8,3,11,5,4,9,12,0,12,1,0,1,34,32,66,29,46,75,23,11,34,11,3,14,0,0,0,0,0,0
Alan Belcher,Ed Herman,2008-09-17,54,36,90,43,87,130,67,36,103,86,89,175,0,0,0,5,7,12,29,31,60,33,77,110,8,4,12,9,7,16,17,1,18,1,3,4,39,32,71,24,72,96,15,4,19,9,10,19,0,0,0,10,5,15
Alan Belcher,Jason MacDonald,2011-09-17,25,14,39,2,5,7,52,16,68,5,5,10,0,0,0,0,3,3,24,14,38,0,5,5,1,0,1,2,0,2,0,0,0,0,0,0,0,4,4,0,4,4,1,0,1,2,1,3,24,10,34,0,0,0
Alan Jouban,Dwight Grant,2019-04-13,24,76,100,38,84,122,25,76,101,39,84,123,1,1,2,0,0,0,9,68,77,13,75,88,3,3,6,4,4,8,12,5,17,21,5,26,19,70,89,37,84,121,1,3,4,1,0,1,4,3,7,0,0,0
Alan Jouban,Niko Price,2017-08-05,5,4,9,10,9,19,5,4,9,10,9,19,0,0,0,0,0,0,3,4,7,6,9,15,1,0,1,1,0,1,1,0,1,3,0,3,5,4,9,6,7,13,0,0,0,0,0,0,0,0,0,4,2,6
Alan Jouban,Seth Baczynski,2014-08-16,25,18,43,25,40,65,26,18,44,27,41,68,0,0,0,1,1,2,15,17,32,23,37,60,5,1,6,2,3,5,5,0,5,0,0,0,14,14,28,15,30,45,9,4,13,8,8,16,2,0,2,2,2,4
Alan Jouban,Mike Perry,2016-12-17,69,64,133,37,53,90,69,64,133,37,53,90,2,3,5,0,0,0,24,45,69,22,48,70,16,18,34,5,5,10,29,1,30,10,0,10,66,63,129,35,50,85,1,0,1,2,3,5,2,1,3,0,0,0
Alan Jouban,Ben Saunders,2018-02-24,78,63,141,33,46,79,78,63,141,34,46,80,0,0,0,0,0,0,53,56,109,21,39,60,10,3,13,8,6,14,15,4,19,4,1,5,60,50,110,25,40,65,16,12,28,8,5,13,2,1,3,0,1,1
Alan Jouban,Richard Walsh,2015-02-28,12,13,25,10,10,20,12,13,25,14,11,25,0,0,0,0,0,0,7,11,18,3,8,11,4,1,5,5,0,5,1,1,2,2,2,4,8,8,16,8,10,18,4,5,9,2,0,2,0,0,0,0,0,0
Alan Jouban,Belal Muhammad,2016-07-07,86,83,169,77,122,199,105,86,191,108,131,239,0,0,0,2,6,8,46,74,120,71,119,190,20,6,26,3,0,3,20,3,23,3,3,6,65,71,136,69,116,185,5,1,6,5,4,9,16,11,27,3,2,5
Alan Jouban,Matt Dwyer,2015-07-15,51,53,104,29,88,117,63,53,116,34,88,122,1,0,1,0,1,1,31,42,73,23,75,98,11,7,18,4,11,15,9,4,13,2,2,4,36,38,74,22,79,101,7,8,15,6,5,11,8,7,15,1,4,5
Alan Jouban,Gunnar Nelson,2017-03-18,17,16,33,8,10,18,17,16,33,17,11,28,0,0,0,1,1,2,6,11,17,7,9,16,2,5,7,1,1,2,9,0,9,0,0,0,17,16,33,3,10,13,0,0,0,1,0,1,0,0,0,4,0,4
Alan Jouban,Brendan O'Reilly,2016-03-19,32,8,40,8,9,17,37,8,45,12,9,21,0,0,0,1,0,1,22,8,30,3,9,12,9,0,9,4,0,4,1,0,1,1,0,1,11,4,15,3,6,9,16,3,19,5,2,7,5,1,6,0,1,1
Alan Jouban,Warlley Alves,2014-11-08,79,77,156,47,59,106,96,77,173,51,60,111,0,0,0,1,0,1,54,66,120,40,56,96,14,8,22,6,3,9,11,3,14,1,0,1,71,72,143,31,50,81,8,5,13,4,5,9,0,0,0,12,4,16
Alan Jouban,Jared Gooden,2020-11-21,168,163,331,100,110,210,169,163,332,101,110,211,0,1,1,1,0,1,116,146,262,79,103,182,39,16,55,21,6,27,13,1,14,0,1,1,150,155,305,90,105,195,18,8,26,10,4,14,0,0,0,0,1,1
Alan Jouban,Albert Tumenov,2015-10-03,17,17,34,19,22,41,17,17,34,19,22,41,0,0,0,0,1,1,12,15,27,16,20,36,4,1,5,3,1,4,1,1,2,0,1,1,16,17,33,18,22,40,1,0,1,1,0,1,0,0,0,0,0,0
Alan Omer,Jim Alers,2014-04-11,58,43,101,36,57,93,69,43,112,97,66,163,1,2,3,2,3,5,33,37,70,20,50,70,10,5,15,5,4,9,15,1,16,11,3,14,26,32,58,14,43,57,22,5,27,12,10,22,10,6,16,10,4,14
Alan Omer,Arnold Allen,2015-06-20,35,31,66,23,52,75,85,40,125,33,53,86,2,2,4,1,3,4,27,27,54,20,47,67,5,3,8,3,5,8,3,1,4,0,0,0,20,25,45,18,47,65,9,6,15,1,5,6,6,0,6,4,0,4
Alan Patrick,John Makdessi,2014-02-01,40,94,134,61,68,129,42,94,136,66,68,134,2,9,11,0,0,0,23,80,103,30,47,77,10,12,22,18,20,38,7,2,9,13,1,14,32,89,121,51,57,108,8,5,13,10,11,21,0,0,0,0,0,0
Alan Patrick,Damir Hadzovic,2018-02-03,28,17,45,20,5,25,91,38,129,67,14,81,9,6,15,0,0,0,20,15,35,5,3,8,5,2,7,15,2,17,3,0,3,0,0,0,8,10,18,6,3,9,3,1,4,11,1,12,17,6,23,3,1,4
Alan Patrick,Mairbek Taisumov,2015-06-20,17,21,38,23,20,43,17,21,38,24,20,44,0,7,7,0,0,0,5,19,24,15,19,34,8,2,10,7,1,8,4,0,4,1,0,1,15,20,35,14,15,29,2,1,3,1,0,1,0,0,0,8,5,13
Alan Patrick,Damien Brown,2016-03-19,25,14,39,15,10,25,117,30,147,51,13,64,5,2,7,1,2,3,23,13,36,13,8,21,1,1,2,2,1,3,1,0,1,0,1,1,7,5,12,6,5,11,0,0,0,1,1,2,18,9,27,8,4,12
Alan Patrick,Scott Holtzman,2018-10-06,25,37,62,73,38,111,27,38,65,96,42,138,0,4,4,1,1,2,16,29,45,55,36,91,8,6,14,8,2,10,1,2,3,10,0,10,22,36,58,27,29,56,3,0,3,6,0,6,0,1,1,40,9,49
Alan Patrick,Garett Whiteley,2013-10-09,16,19,35,7,21,28,19,23,42,15,21,36,1,1,2,0,1,1,13,13,26,3,20,23,0,6,6,3,1,4,3,0,3,1,0,1,8,17,25,4,17,21,3,2,5,3,4,7,5,0,5,0,0,0
Alan Patrick,Bobby Green,2020-09-12,19,50,69,61,34,95,38,51,89,109,40,149,1,5,6,4,2,6,8,42,50,41,33,74,7,8,15,18,1,19,4,0,4,2,0,2,18,50,68,35,28,63,0,0,0,17,1,18,1,0,1,9,5,14
Alan Patrick,Stevie Ray,2016-09-24,7,5,12,2,7,9,60,15,75,56,9,65,5,3,8,0,0,0,7,4,11,2,7,9,0,1,1,0,0,0,0,0,0,0,0,0,3,3,6,0,7,7,0,0,0,0,0,0,4,2,6,2,0,2
Albert Cheng,Anying Wang,2014-03-01,5,7,12,13,32,45,5,7,12,15,32,47,0,1,1,0,0,0,4,6,10,10,27,37,1,1,2,0,1,1,0,0,0,3,4,7,5,7,12,13,32,45,0,0,0,0,0,0,0,0,0,0,0,0
Albert Morales,Benito Lopez,2017-12-09,78,120,198,78,109,187,109,143,252,79,109,188,0,1,1,0,0,0,45,109,154,55,89,144,14,7,21,15,16,31,19,4,23,8,4,12,73,113,186,74,106,180,5,7,12,4,3,7,0,0,0,0,0,0
Albert Morales,Manny Bermudez,2018-02-24,19,35,54,12,16,28,30,36,66,27,16,43,1,0,1,1,4,5,16,34,50,12,16,28,1,1,2,0,0,0,2,0,2,0,0,0,12,31,43,6,13,19,0,0,0,0,0,0,7,4,11,6,3,9
Albert Morales,Brett Johns,2017-07-16,28,87,115,56,48,104,63,94,157,172,59,231,0,0,0,3,2,5,20,87,107,52,46,98,2,0,2,2,2,4,6,0,6,2,0,2,23,86,109,19,35,54,0,0,0,0,0,0,5,1,6,37,13,50
Albert Morales,Andre Soukhamthath,2017-03-04,56,76,132,46,70,116,79,93,172,73,75,148,1,2,3,0,1,1,34,69,103,25,56,81,2,0,2,14,11,25,20,7,27,7,3,10,47,75,122,34,69,103,3,1,4,2,1,3,6,0,6,10,0,10
Albert Morales,Thomas Almeida,2016-11-19,18,56,74,41,38,79,18,56,74,42,38,80,1,1,2,0,0,0,13,52,65,30,34,64,2,0,2,5,2,7,3,4,7,6,2,8,18,56,74,41,38,79,0,0,0,0,0,0,0,0,0,0,0,0
Albert Morales,Alejandro Perez,2016-09-17,79,153,232,61,106,167,81,153,234,68,106,174,0,1,1,1,2,3,35,131,166,43,101,144,7,6,13,3,0,3,37,16,53,15,5,20,75,141,216,52,95,147,3,10,13,4,6,10,1,2,3,5,5,10
Albert Tumenov,Ildemar Alcantara,2014-02-15,32,39,71,50,37,87,50,49,99,75,40,115,1,0,1,4,3,7,27,37,64,31,30,61,3,2,5,10,7,17,2,0,2,9,0,9,12,24,36,23,29,52,6,1,7,14,1,15,14,14,28,13,7,20
Albert Tumenov,Lorenz Larkin,2016-01-02,76,118,194,69,86,155,76,118,194,69,86,155,0,2,2,0,2,2,52,115,167,12,72,84,19,3,22,10,2,12,5,0,5,47,12,59,71,113,184,68,83,151,5,5,10,1,3,4,0,0,0,0,0,0
Albert Tumenov,Nicholas Musoke,2015-01-24,87,114,201,65,125,190,87,114,201,65,125,190,0,1,1,0,10,10,81,100,181,35,118,153,4,13,17,26,7,33,2,1,3,4,0,4,83,113,196,64,125,189,4,0,4,1,0,1,0,1,1,0,0,0
Albert Tumenov,Gunnar Nelson,2016-05-08,23,18,41,29,15,44,24,19,43,41,15,56,0,0,0,2,0,2,9,18,27,25,14,39,12,0,12,4,1,5,2,0,2,0,0,0,21,16,37,15,14,29,2,1,3,0,1,1,0,1,1,14,0,14
Albert Tumenov,Anthony Lapsley,2014-05-10,6,15,21,2,8,10,6,15,21,2,8,10,0,0,0,0,5,5,6,15,21,1,6,7,0,0,0,1,2,3,0,0,0,0,0,0,5,13,18,2,8,10,1,2,3,0,0,0,0,0,0,0,0,0
Albert Tumenov,Alan Jouban,2015-10-03,19,22,41,17,17,34,19,22,41,17,17,34,0,1,1,0,0,0,16,20,36,12,15,27,3,1,4,4,1,5,0,1,1,1,1,2,18,22,40,16,17,33,1,0,1,1,0,1,0,0,0,0,0,0
Albert Tumenov,Matt Dwyer,2014-10-04,4,8,12,0,6,6,4,8,12,0,6,6,0,0,0,0,0,0,4,8,12,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,2,5,7,0,6,6,0,0,0,0,0,0,2,3,5,0,0,0
Albert Tumenov,Leon Edwards,2016-10-08,32,51,83,16,56,72,34,52,86,31,58,89,0,0,0,3,7,10,28,47,75,7,48,55,3,4,7,7,7,14,1,0,1,2,1,3,31,49,80,14,55,69,1,2,3,2,1,3,0,0,0,0,0,0
Alberta Cerra Leon,Remco Pardoel,1994-03-11,1,2,3,4,2,6,9,2,11,20,2,22,0,0,0,1,0,1,1,2,3,4,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,2,2,4,1,5
Alberto Crane,Roger Huerta,2007-08-25,4,2,6,26,38,64,14,2,16,97,51,148,0,7,7,0,0,0,0,1,1,20,35,55,2,0,2,4,3,7,2,1,3,2,0,2,4,2,6,3,9,12,0,0,0,0,0,0,0,0,0,23,29,52
Alberto Crane,Kurt Pellegrino,2008-01-23,4,22,26,23,28,51,12,24,36,37,29,66,0,4,4,1,1,2,3,21,24,19,26,45,1,1,2,1,2,3,0,0,0,3,0,3,4,22,26,16,24,40,0,0,0,1,1,2,0,0,0,6,3,9
Alberto Mina,Shinsho Anzai,2014-08-23,34,24,58,31,15,46,38,24,62,41,19,60,0,2,2,1,0,1,30,23,53,29,15,44,4,1,5,2,0,2,0,0,0,0,0,0,22,22,44,26,14,40,3,2,5,5,1,6,9,0,9,0,0,0
Alberto Mina,Mike Pyle,2016-07-07,16,27,43,2,10,12,27,30,57,5,10,15,2,0,2,0,0,0,12,24,36,0,9,9,1,2,3,0,0,0,3,1,4,2,1,3,7,17,24,2,7,9,0,0,0,0,3,3,9,10,19,0,0,0
Alberto Mina,Ramazan Emeev,2018-05-12,12,70,82,39,45,84,16,71,87,54,46,100,1,4,5,3,3,6,5,60,65,28,39,67,3,8,11,8,6,14,4,2,6,3,0,3,11,68,79,24,33,57,1,1,2,4,5,9,0,1,1,11,7,18
Alberto Mina,Yoshihiro Akiyama,2015-11-28,69,84,153,78,64,142,84,96,180,92,71,163,2,13,15,0,1,1,46,79,125,53,57,110,5,2,7,2,1,3,18,3,21,23,6,29,56,74,130,66,63,129,10,9,19,1,0,1,3,1,4,11,1,12
Alberto Uda,Marvin Vettori,2016-08-20,4,5,9,10,4,14,21,6,27,50,18,68,1,1,2,1,0,1,3,5,8,10,4,14,1,0,1,0,0,0,0,0,0,0,0,0,1,4,5,2,2,4,0,0,0,0,0,0,3,1,4,8,2,10
Alberto Uda,Jake Collier,2016-05-29,15,12,27,27,27,54,28,12,40,34,27,61,1,1,2,1,4,5,12,7,19,21,24,45,3,2,5,6,3,9,0,3,3,0,0,0,3,9,12,12,13,25,11,2,13,10,9,19,1,1,2,5,5,10
Alejandro Perez,Ian Entwistle,2016-04-10,48,19,67,0,2,2,87,28,115,0,2,2,0,0,0,0,1,1,48,19,67,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,2,2,0,0,0,0,0,0,46,17,63,0,0,0
Alejandro Perez,Matthew Lopez,2018-04-14,44,56,100,22,14,36,81,61,142,32,15,47,0,1,1,3,4,7,27,52,79,14,14,28,8,0,8,7,0,7,9,4,13,1,0,1,39,53,92,19,14,33,5,3,8,1,0,1,0,0,0,2,0,2
Alejandro Perez,Andre Soukhamthath,2017-08-05,44,97,141,43,64,107,97,98,195,44,64,108,1,5,6,0,0,0,22,85,107,26,60,86,6,3,9,9,2,11,16,9,25,8,2,10,38,90,128,42,60,102,3,4,7,1,4,5,3,3,6,0,0,0
Alejandro Perez,Iuri Alcantara,2017-12-09,35,62,97,38,61,99,38,62,100,39,61,100,0,3,3,0,3,3,16,56,72,9,54,63,4,0,4,15,6,21,15,6,21,14,1,15,29,61,90,38,60,98,6,1,7,0,1,1,0,0,0,0,0,0
Alejandro Perez,Song Yadong,2019-07-06,1,13,14,8,12,20,1,13,14,8,12,20,0,0,0,0,0,0,0,11,11,6,9,15,0,0,0,1,1,2,1,2,3,1,2,3,1,13,14,7,12,19,0,0,0,0,0,0,0,0,0,1,0,1
Alejandro Perez,Eddie Wineland,2018-07-14,53,161,214,48,135,183,53,161,214,48,135,183,0,2,2,0,0,0,40,157,197,23,112,135,4,3,7,20,23,43,9,1,10,5,0,5,52,160,212,47,134,181,1,1,2,1,0,1,0,0,0,0,1,1
Alejandro Perez,Patrick Williams,2015-06-13,0,1,1,2,2,4,0,1,1,2,2,4,0,1,1,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1
Alejandro Perez,Cody Stamann,2019-03-02,41,80,121,48,73,121,51,82,133,49,73,122,1,1,2,0,8,8,17,70,87,21,56,77,8,5,13,19,11,30,16,5,21,8,6,14,33,75,108,46,71,117,3,5,8,2,2,4,5,0,5,0,0,0
Alejandro Perez,Jose Quinonez,2014-11-15,38,92,130,38,73,111,43,92,135,48,77,125,1,1,2,3,1,4,19,73,92,28,69,97,3,2,5,9,2,11,16,17,33,1,2,3,38,88,126,28,70,98,0,4,4,1,0,1,0,0,0,9,3,12
Alejandro Perez,Scott Jorgensen,2015-11-21,39,52,91,11,26,37,42,52,94,11,26,37,0,0,0,2,4,6,19,40,59,7,23,30,6,3,9,1,2,3,14,9,23,3,1,4,31,47,78,10,24,34,2,2,4,0,2,2,6,3,9,1,0,1
Alejandro Perez,Albert Morales,2016-09-17,61,106,167,79,153,232,68,106,174,81,153,234,1,2,3,0,1,1,43,101,144,35,131,166,3,0,3,7,6,13,15,5,20,37,16,53,52,95,147,75,141,216,4,6,10,3,10,13,5,5,10,1,2,3
Aleksa Camur,Justin Ledet,2020-01-18,80,85,165,44,87,131,88,86,174,60,88,148,1,1,2,0,0,0,40,64,104,34,83,117,24,10,34,10,4,14,16,11,27,0,0,0,62,79,141,38,85,123,17,6,23,6,2,8,1,0,1,0,0,0
Aleksa Camur,William Knight,2020-09-26,17,13,30,38,16,54,59,13,72,58,19,77,1,3,4,4,1,5,8,10,18,29,11,40,8,3,11,3,3,6,1,0,1,6,2,8,9,13,22,10,14,24,8,0,8,9,0,9,0,0,0,19,2,21
Aleksandar Rakic,Anthony Smith,2020-08-29,44,13,57,9,12,21,141,18,159,40,13,53,0,0,0,0,2,2,16,12,28,5,11,16,7,1,8,0,1,1,21,0,21,4,0,4,25,9,34,6,8,14,2,0,2,1,1,2,17,4,21,2,3,5
Aleksandar Rakic,Devin Clark,2018-12-08,31,14,45,19,12,31,33,14,47,24,12,36,0,1,1,0,2,2,12,12,24,15,11,26,10,0,10,0,1,1,9,2,11,4,0,4,11,8,19,3,10,13,10,0,10,9,1,10,10,6,16,7,1,8
Aleksandar Rakic,Volkan Oezdemir,2019-12-21,75,72,147,63,81,144,87,75,162,118,81,199,1,8,9,0,0,0,49,67,116,28,77,105,16,2,18,14,4,18,10,3,13,21,0,21,57,69,126,47,75,122,18,3,21,16,6,22,0,0,0,0,0,0
Aleksandar Rakic,Justin Ledet,2018-07-22,104,40,144,12,14,26,263,54,317,28,14,42,3,1,4,0,1,1,88,34,122,12,12,24,5,0,5,0,0,0,11,6,17,0,2,2,24,18,42,12,14,26,2,2,4,0,0,0,78,20,98,0,0,0
Aleksandar Rakic,Jimi Manuwa,2019-06-01,2,5,7,2,1,3,2,5,7,2,1,3,0,0,0,0,0,0,1,4,5,1,1,2,0,0,0,0,0,0,1,1,2,1,0,1,2,5,7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Rakic,Thiago Santos,2021-03-06,36,53,89,49,48,97,50,53,103,61,48,109,0,2,2,0,1,1,8,39,47,10,31,41,13,3,16,23,10,33,15,11,26,16,7,23,29,53,82,35,47,82,7,0,7,14,1,15,0,0,0,0,0,0
Aleksandar Rakic,Francimar Barroso,2017-09-02,46,104,150,24,31,55,75,104,179,36,33,69,0,0,0,2,12,14,22,92,114,14,25,39,10,6,16,0,4,4,14,6,20,10,2,12,44,100,144,22,31,53,2,4,6,0,0,0,0,0,0,2,0,2
Aleksandra Albu,Izabela Badurek,2015-04-11,42,20,62,32,13,45,53,21,74,42,13,55,0,1,1,1,7,8,34,18,52,4,13,17,4,2,6,9,0,9,4,0,4,19,0,19,29,19,48,6,12,18,13,1,14,26,1,27,0,0,0,0,0,0
Aleksandra Albu,Emily Whitmire,2019-02-17,2,3,5,3,2,5,2,4,6,8,3,11,0,0,0,1,0,1,2,3,5,2,2,4,0,0,0,0,0,0,0,0,0,1,0,1,2,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandra Albu,Kailin Curran,2017-07-29,82,99,181,86,71,157,109,112,221,153,79,232,5,3,8,1,2,3,60,90,150,62,65,127,20,9,29,17,5,22,2,0,2,7,1,8,47,91,138,60,58,118,20,5,25,13,6,19,15,3,18,13,7,20
Aleksandra Albu,Loma Lookboonmee,2019-10-26,65,92,157,99,52,151,77,94,171,112,52,164,1,2,3,1,5,6,42,86,128,31,35,66,21,4,25,54,17,71,2,2,4,14,0,14,34,80,114,38,36,74,29,10,39,61,16,77,2,2,4,0,0,0
Aleksei Kunchenko,Gilbert Burns,2019-08-10,47,55,102,42,41,83,115,57,172,63,44,107,0,1,1,3,4,7,20,43,63,22,32,54,7,10,17,8,7,15,20,2,22,12,2,14,33,52,85,31,35,66,11,1,12,1,1,2,3,2,5,10,5,15
Aleksei Kunchenko,Yushin Okami,2018-12-01,72,57,129,10,46,56,141,62,203,10,46,56,0,0,0,0,15,15,44,50,94,7,45,52,11,4,15,2,1,3,17,3,20,1,0,1,51,54,105,10,46,56,15,1,16,0,0,0,6,2,8,0,0,0
Aleksei Kunchenko,Elizeu Zaleski dos Santos,2020-03-14,57,55,112,62,94,156,97,59,156,74,95,169,0,0,0,2,2,4,29,43,72,25,70,95,11,7,18,16,16,32,17,5,22,21,8,29,48,53,101,56,93,149,8,2,10,4,1,5,1,0,1,2,0,2
Aleksei Kunchenko,Thiago Alves,2018-09-15,44,109,153,56,119,175,56,110,166,56,119,175,1,1,2,0,0,0,32,101,133,19,97,116,5,3,8,11,11,22,7,5,12,26,11,37,40,101,141,56,117,173,4,8,12,0,2,2,0,0,0,0,0,0
Aleksei Oleinik,Alistair Overeem,2019-04-20,38,20,58,29,4,33,78,23,101,31,4,35,0,0,0,0,1,1,15,19,34,23,4,27,23,1,24,6,0,6,0,0,0,0,0,0,12,14,26,5,3,8,26,6,32,12,1,13,0,0,0,12,0,12
Aleksei Oleinik,Derrick Lewis,2020-08-08,2,4,6,35,7,42,3,4,7,35,7,42,1,0,1,1,0,1,1,3,4,34,7,41,1,1,2,1,0,1,0,0,0,0,0,0,1,4,5,5,2,7,0,0,0,0,0,0,1,0,1,30,5,35
Aleksei Oleinik,Chris Daukaus,2021-02-20,5,5,10,34,22,56,6,5,11,34,22,56,0,1,1,0,0,0,3,5,8,32,22,54,1,0,1,2,0,2,1,0,1,0,0,0,5,5,10,28,21,49,0,0,0,2,1,3,0,0,0,4,0,4
Aleksei Oleinik,Viktor Pesta,2017-01-15,7,8,15,7,12,19,11,8,19,18,13,31,0,0,0,1,0,1,4,8,12,7,12,19,0,0,0,0,0,0,3,0,3,0,0,0,7,8,15,3,8,11,0,0,0,0,0,0,0,0,0,4,4,8
Aleksei Oleinik,Maurice Greene,2020-01-18,7,15,22,13,16,29,25,21,46,38,16,54,3,0,3,0,0,0,4,15,19,10,15,25,2,0,2,1,1,2,1,0,1,2,0,2,4,12,16,10,16,26,0,0,0,3,0,3,3,3,6,0,0,0
